TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,cluster
144.1,Debit,Chicago,Branch,57,Doctor,30,11523.64,2
72.5,Debit,Fort Worth,ATM,40,Doctor,30,12723.62,2
22.15,Debit,Denver,Branch,44,Doctor,73,7451.83,0
777.92,Debit,Austin,Branch,62,Doctor,97,7061.58,0
790.07,Debit,Miami,Online,28,Student,197,985.77,1
406.33,Credit,Miami,Branch,59,Engineer,103,4298.34,0
767.41,Debit,Fort Worth,ATM,56,Doctor,27,12799.34,2
4.58,Credit,Atlanta,Online,21,Student,135,811.24,1
447.83,Credit,Atlanta,Branch,53,Doctor,88,13273.08,2
49.67,Debit,Atlanta,Online,21,Student,146,842.94,1
77.83,Credit,Kansas City,Branch,49,Engineer,146,2471.53,1
702.87,Debit,Washington,ATM,19,Student,184,1237.5,1
133.56,Debit,Atlanta,Online,25,Student,177,783.83,1
868.05,Credit,San Diego,Online,49,Engineer,119,3931.03,1
52.87,Debit,Indianapolis,Branch,24,Student,70,960.96,1
179.0,Debit,Houston,ATM,78,Retired,121,7310.88,0
384.11,Debit,Fort Worth,ATM,58,Retired,12,7902.52,0
227.61,Debit,Houston,Online,71,Retired,61,4405.28,0
40.83,Debit,Indianapolis,ATM,48,Engineer,24,3944.12,1
19.76,Debit,Nashville,ATM,20,Student,240,1523.04,1
484.24,Debit,Raleigh,Branch,67,Doctor,77,8042.3,0
494.66,Debit,Houston,Online,33,Doctor,110,5531.93,0
301.47,Debit,Colorado Springs,Branch,21,Student,291,560.73,1
199.09,Debit,Detroit,Online,70,Doctor,89,1658.52,1
38.95,Debit,Los Angeles,Online,27,Engineer,50,731.52,1
515.94,Debit,San Francisco,ATM,29,Engineer,37,1389.89,1
41.93,Debit,Fresno,ATM,48,Engineer,136,5081.26,0
137.84,Debit,Omaha,ATM,27,Student,83,1000.35,1
95.35,Debit,Chicago,Online,21,Student,131,1639.9,1
93.14,Debit,Memphis,Online,67,Retired,151,5473.82,0
79.33,Credit,Las Vegas,Online,51,Doctor,109,14798.1,2
76.89,Debit,Chicago,ATM,55,Doctor,132,7374.26,0
233.71,Debit,Jacksonville,Online,19,Student,297,1231.98,1
14.92,Debit,Las Vegas,Branch,26,Engineer,120,6611.26,0
242.17,Debit,Jacksonville,ATM,60,Doctor,147,883.72,1
122.98,Debit,Jacksonville,Online,79,Retired,228,5055.99,0
129.35,Debit,Las Vegas,ATM,52,Engineer,130,7166.88,0
138.33,Debit,Dallas,Online,21,Student,69,232.56,1
39.31,Debit,Portland,Online,25,Student,178,1236.38,1
91.85,Debit,Seattle,Online,21,Student,148,802.09,1
277.7,Debit,Nashville,Branch,58,Engineer,107,1423.2,1
114.03,Debit,Portland,ATM,51,Doctor,172,13388.56,2
302.63,Credit,San Jose,Branch,27,Engineer,10,2801.28,1
31.19,Debit,Charlotte,ATM,52,Engineer,74,5545.96,0
112.91,Credit,Tucson,Online,27,Engineer,135,4764.48,0
742.26,Debit,San Diego,Online,27,Engineer,36,7868.19,0
256.8,Debit,Charlotte,ATM,26,Student,80,1128.38,1
378.68,Debit,Fort Worth,ATM,60,Doctor,239,7627.04,0
571.93,Debit,Washington,Online,52,Retired,119,4026.03,1
26.31,Credit,Austin,Online,77,Retired,163,7095.76,0
205.58,Debit,Portland,Online,20,Student,159,1501.95,1
533.61,Debit,Mesa,Online,48,Engineer,115,3656.93,1
428.62,Debit,Raleigh,Branch,55,Retired,72,3473.24,1
361.22,Debit,Raleigh,ATM,64,Retired,167,7061.73,0
837.29,Debit,Phoenix,Branch,25,Student,216,6012.67,0
117.25,Credit,Atlanta,Online,31,Doctor,73,13694.68,2
135.27,Debit,Atlanta,ATM,48,Doctor,131,9410.51,2
185.1,Debit,Albuquerque,Branch,53,Retired,23,6115.63,0
113.54,Debit,Columbus,Online,38,Engineer,273,5581.21,0
354.96,Debit,Fort Worth,Online,69,Doctor,96,6712.94,0
224.22,Debit,Fresno,Branch,53,Doctor,37,8400.87,0
737.1,Debit,Washington,ATM,60,Retired,92,4644.19,0
223.22,Debit,Fort Worth,ATM,27,Student,96,1734.22,1
557.26,Debit,San Jose,ATM,69,Doctor,53,5237.12,0
27.44,Debit,Boston,ATM,62,Retired,164,5950.48,0
310.09,Debit,Detroit,Branch,36,Doctor,166,9962.5,2
80.38,Debit,Kansas City,Online,52,Doctor,116,9662.88,2
26.1,Credit,Detroit,Branch,66,Doctor,115,5243.0,0
845.14,Credit,Oklahoma City,Branch,73,Retired,183,1702.65,1
59.73,Debit,Fresno,ATM,27,Student,56,800.93,1
758.77,Debit,San Antonio,ATM,60,Engineer,114,7231.47,0
301.51,Debit,Charlotte,ATM,22,Student,284,1052.31,1
418.03,Debit,Austin,Online,58,Doctor,161,10721.29,2
118.06,Credit,Las Vegas,Branch,32,Doctor,31,13560.63,2
483.92,Debit,New York,ATM,70,Retired,115,3138.0,1
78.93,Debit,Mesa,ATM,38,Doctor,145,9916.24,2
36.63,Debit,Miami,ATM,75,Retired,261,7941.73,0
87.85,Debit,Colorado Springs,Branch,49,Engineer,63,3753.24,1
705.34,Debit,Washington,Online,59,Doctor,124,5003.22,0
116.89,Debit,Columbus,Online,71,Retired,226,4880.31,0
106.41,Debit,Los Angeles,Branch,57,Retired,87,1310.38,1
584.41,Debit,Las Vegas,ATM,23,Student,41,4475.22,0
584.98,Credit,Chicago,Branch,55,Retired,121,6521.05,0
79.21,Debit,Colorado Springs,Branch,56,Retired,140,1615.04,1
173.13,Credit,Atlanta,Online,20,Student,288,1490.34,1
335.7,Debit,El Paso,ATM,80,Retired,57,6601.44,0
422.81,Debit,Los Angeles,Branch,28,Student,193,1929.28,1
135.43,Debit,San Jose,ATM,57,Retired,92,5315.83,0
584.88,Debit,Philadelphia,ATM,26,Student,121,548.45,1
308.94,Debit,Los Angeles,Online,25,Student,167,1931.66,1
295.93,Debit,Boston,Branch,36,Doctor,117,1050.63,1
77.44,Debit,Washington,Branch,58,Retired,268,1950.63,1
92.5,Credit,Seattle,Online,40,Engineer,70,6295.45,0
97.74,Credit,Los Angeles,Online,41,Engineer,137,4113.63,0
291.68,Debit,Columbus,ATM,21,Student,90,1451.02,1
56.96,Debit,Albuquerque,ATM,22,Student,135,1597.85,1
436.8,Debit,Seattle,Online,27,Student,92,1256.33,1
259.49,Debit,Austin,Online,72,Retired,292,7320.61,0
726.26,Debit,Omaha,Online,57,Retired,147,2150.38,1
568.68,Debit,Houston,ATM,72,Retired,101,2940.04,1
77.57,Debit,Atlanta,Online,49,Doctor,225,12801.93,2
14.16,Credit,Oklahoma City,Branch,74,Retired,290,5399.76,0
61.33,Debit,Raleigh,ATM,27,Engineer,129,7537.4,0
27.64,Debit,New York,Online,54,Engineer,23,7498.51,0
3.85,Debit,San Jose,ATM,29,Doctor,32,10506.41,2
431.22,Credit,Austin,Branch,73,Retired,129,6505.98,0
178.55,Debit,Houston,Branch,55,Engineer,67,7568.4,0
248.76,Debit,Denver,ATM,18,Student,56,546.46,1
76.16,Debit,San Francisco,ATM,23,Student,99,1072.25,1
347.25,Debit,Indianapolis,ATM,69,Doctor,250,7273.55,0
325.98,Debit,Washington,ATM,19,Student,277,782.35,1
249.56,Debit,New York,Branch,76,Retired,246,4444.95,0
17.43,Debit,Albuquerque,ATM,56,Doctor,33,10658.88,2
198.01,Credit,Austin,Branch,26,Student,40,250.93,1
585.58,Debit,Raleigh,Branch,23,Student,55,1729.02,1
434.67,Credit,Virginia Beach,Online,27,Student,124,1298.13,1
510.7,Credit,Nashville,Online,27,Student,294,5828.48,0
331.98,Debit,Denver,ATM,74,Retired,12,7600.99,0
199.54,Debit,Portland,Online,56,Engineer,268,9603.73,2
212.97,Debit,Atlanta,Online,59,Engineer,178,4180.4,0
270.56,Debit,Philadelphia,Online,23,Student,139,1268.44,1
306.37,Debit,Colorado Springs,ATM,26,Engineer,120,9609.67,2
643.02,Credit,Detroit,ATM,38,Doctor,85,11989.39,2
98.48,Debit,Miami,Branch,47,Engineer,12,9538.92,2
889.01,Debit,Virginia Beach,Online,36,Engineer,169,4826.88,0
537.86,Debit,Kansas City,Online,27,Student,134,293.06,1
241.18,Debit,Mesa,ATM,25,Student,162,1445.53,1
130.54,Debit,Atlanta,ATM,64,Doctor,94,11204.62,2
800.29,Credit,San Diego,Branch,20,Student,84,693.4,1
8.81,Debit,Dallas,Online,57,Doctor,165,13523.65,2
28.52,Debit,Detroit,ATM,20,Student,163,662.51,1
431.31,Credit,Atlanta,Online,23,Student,99,342.73,1
885.33,Credit,Raleigh,ATM,47,Engineer,59,7764.16,0
199.23,Debit,Tucson,ATM,29,Engineer,54,9834.0,2
42.26,Debit,Raleigh,ATM,44,Doctor,171,268.77,1
166.06,Debit,Indianapolis,ATM,30,Engineer,172,5397.68,0
357.72,Debit,Miami,ATM,53,Retired,25,7659.5,0
588.37,Debit,Dallas,Online,28,Student,284,1926.08,1
72.82,Debit,Houston,Online,68,Doctor,127,6911.62,0
162.36,Debit,Tucson,Online,36,Engineer,147,7527.04,0
584.82,Credit,Nashville,Online,43,Doctor,109,12071.1,2
38.15,Credit,Oklahoma City,Online,72,Retired,129,1425.47,1
477.54,Credit,San Francisco,ATM,23,Student,52,1598.63,1
639.57,Debit,Philadelphia,Branch,60,Doctor,43,11726.47,2
58.23,Debit,Phoenix,Online,28,Student,34,9189.76,2
776.21,Credit,Raleigh,Online,78,Retired,99,4895.87,0
248.76,Debit,Portland,Branch,21,Student,117,6178.77,0
188.61,Debit,Boston,Online,67,Retired,26,7167.57,0
675.37,Credit,Jacksonville,Online,56,Retired,31,4704.91,0
94.82,Credit,Columbus,Branch,67,Retired,56,1267.72,1
425.18,Credit,Fresno,Online,59,Engineer,135,5790.55,0
50.28,Debit,Oklahoma City,Branch,60,Engineer,65,5729.1,0
864.72,Credit,Detroit,Branch,34,Engineer,58,7379.38,0
70.68,Debit,El Paso,Online,25,Student,105,1478.41,1
261.77,Debit,Chicago,Online,28,Student,46,824.71,1
183.22,Debit,Milwaukee,ATM,27,Student,63,1024.42,1
156.86,Debit,Charlotte,ATM,51,Doctor,102,14453.35,2
120.67,Debit,Colorado Springs,ATM,42,Doctor,233,5374.54,0
308.62,Credit,Sacramento,Branch,59,Engineer,101,9148.08,2
506.81,Debit,Milwaukee,ATM,59,Engineer,41,2757.23,1
328.39,Debit,New York,ATM,41,Engineer,108,2523.83,1
796.3,Debit,Austin,Branch,67,Retired,64,1498.79,1
72.47,Debit,Boston,Online,29,Doctor,72,1305.56,1
279.6,Debit,Fort Worth,ATM,25,Student,131,1910.9,1
304.2,Debit,Indianapolis,Online,25,Student,102,423.64,1
351.38,Debit,New York,Branch,64,Retired,21,7606.63,0
86.07,Debit,Dallas,Branch,31,Doctor,23,842.56,1
604.5,Debit,Portland,ATM,28,Student,80,709.42,1
258.7,Debit,Charlotte,ATM,27,Student,123,1358.37,1
11.46,Credit,Austin,Branch,75,Retired,64,7258.33,0
63.76,Debit,San Antonio,ATM,69,Retired,100,4980.26,0
446.83,Credit,Miami,Branch,55,Retired,143,1623.5,1
63.54,Debit,Dallas,ATM,26,Engineer,136,4401.78,0
81.11,Debit,Charlotte,Online,48,Engineer,110,2051.37,1
170.96,Debit,Washington,Branch,64,Doctor,69,13374.89,2
48.51,Debit,Austin,Branch,22,Student,69,3363.23,1
325.03,Debit,Jacksonville,Branch,60,Doctor,106,13521.76,2
125.83,Debit,Los Angeles,ATM,57,Retired,138,6109.86,0
506.83,Debit,Indianapolis,Branch,37,Engineer,45,9975.79,2
738.94,Debit,Philadelphia,Branch,41,Doctor,173,13856.18,2
180.36,Credit,Oklahoma City,Online,33,Engineer,55,9905.23,2
225.1,Debit,Boston,ATM,28,Student,35,1547.71,1
359.51,Debit,Charlotte,Online,79,Retired,157,7153.72,0
720.46,Debit,Tucson,Branch,54,Retired,44,3101.54,1
291.46,Debit,Miami,ATM,57,Retired,135,7142.53,0
98.24,Debit,Mesa,Online,28,Student,148,580.66,1
100.48,Credit,Milwaukee,Branch,18,Student,104,6149.81,0
45.9,Debit,Columbus,Branch,56,Engineer,264,5698.25,0
258.21,Debit,San Antonio,Online,39,Doctor,225,9562.41,2
287.51,Debit,El Paso,Online,22,Student,255,187.65,1
501.3,Credit,San Antonio,Online,26,Engineer,146,8520.08,0
26.1,Debit,Mesa,ATM,27,Student,32,1435.72,1
436.77,Debit,Jacksonville,ATM,20,Student,176,825.69,1
292.38,Debit,Baltimore,ATM,68,Doctor,224,5803.89,0
25.29,Debit,Miami,Online,50,Engineer,125,5374.69,0
123.35,Credit,Baltimore,Online,31,Doctor,10,6852.16,0
139.52,Debit,Portland,Branch,23,Student,31,1570.22,1
51.2,Debit,Tucson,Online,18,Student,83,730.6,1
161.38,Credit,Colorado Springs,Online,24,Student,101,3900.34,1
2.51,Debit,Baltimore,Online,63,Retired,32,4891.56,0
22.62,Debit,Virginia Beach,ATM,64,Doctor,102,7682.0,0
126.83,Debit,Austin,Branch,57,Retired,39,6100.98,0
46.6,Debit,Detroit,Online,55,Doctor,68,1562.9,1
243.8,Debit,San Francisco,Branch,57,Doctor,48,13732.81,2
231.51,Credit,Oklahoma City,Branch,60,Retired,96,5790.7,0
175.05,Debit,San Francisco,Online,39,Engineer,34,1447.35,1
762.74,Debit,Los Angeles,ATM,64,Doctor,244,207.1,1
34.03,Debit,Los Angeles,Branch,57,Engineer,38,3077.2,1
15.95,Debit,Raleigh,Branch,25,Student,52,1983.0,1
101.51,Credit,Tucson,Online,46,Engineer,199,3052.47,1
309.42,Debit,Fresno,Branch,27,Engineer,42,8564.46,0
257.6,Credit,Fort Worth,Online,59,Retired,293,7950.74,0
746.78,Credit,Mesa,Branch,21,Student,64,1699.81,1
82.01,Credit,Sacramento,Branch,23,Student,156,287.46,1
476.99,Debit,San Diego,Online,23,Student,187,1154.48,1
320.11,Debit,El Paso,Branch,23,Student,130,4076.48,1
333.39,Debit,Philadelphia,ATM,68,Doctor,35,10628.59,2
10.3,Debit,Fresno,ATM,47,Engineer,197,7801.32,0
416.55,Debit,Oklahoma City,Online,33,Engineer,73,922.96,1
84.91,Debit,Raleigh,Online,18,Student,68,1671.86,1
98.95,Debit,Mesa,Branch,75,Retired,73,5670.82,0
18.14,Credit,Milwaukee,ATM,58,Retired,48,6020.85,0
215.13,Debit,Charlotte,Online,46,Engineer,114,3956.69,1
218.57,Credit,Memphis,Branch,62,Doctor,102,13869.86,2
341.88,Debit,Austin,ATM,43,Engineer,89,4159.52,0
691.92,Debit,Boston,Online,19,Student,61,1084.65,1
50.43,Debit,San Jose,Branch,32,Doctor,51,9794.26,2
440.43,Debit,Colorado Springs,Branch,78,Retired,23,5123.24,0
299.03,Debit,Columbus,Branch,39,Engineer,52,1381.28,1
1.98,Debit,Seattle,ATM,66,Doctor,170,11619.1,2
173.45,Debit,Philadelphia,ATM,31,Engineer,161,9077.62,0
438.76,Debit,San Antonio,Branch,22,Student,73,1824.19,1
519.62,Credit,Washington,Online,71,Retired,40,4159.33,0
738.68,Debit,Chicago,Online,50,Doctor,124,14352.33,2
151.14,Debit,Memphis,Online,64,Retired,38,2156.54,1
75.77,Debit,Charlotte,Branch,51,Engineer,148,8361.7,0
444.52,Debit,Louisville,Online,27,Engineer,17,5424.6,0
5.29,Debit,Indianapolis,Online,52,Doctor,276,11263.89,2
97.63,Credit,Milwaukee,Online,48,Doctor,127,12467.31,2
256.95,Debit,San Diego,Branch,26,Engineer,71,2531.24,1
734.86,Credit,Boston,Branch,48,Engineer,290,6242.03,0
84.28,Debit,Memphis,Branch,39,Doctor,142,13586.06,2
202.49,Credit,Virginia Beach,ATM,48,Engineer,69,7447.1,0
154.99,Debit,Mesa,Branch,25,Student,53,1419.31,1
481.53,Debit,Atlanta,Branch,58,Retired,277,6142.54,0
172.92,Debit,Miami,Online,20,Student,212,416.37,1
275.59,Credit,Philadelphia,Branch,53,Retired,238,6313.22,0
207.2,Debit,Columbus,Online,60,Engineer,133,8092.94,0
136.82,Debit,Chicago,Branch,31,Engineer,14,6229.13,0
179.38,Debit,Chicago,Online,30,Engineer,28,8741.51,0
26.3,Debit,Virginia Beach,ATM,32,Doctor,33,7473.73,0
319.5,Credit,Virginia Beach,Branch,29,Engineer,69,2366.3,1
182.42,Debit,Kansas City,Branch,51,Retired,137,3051.29,1
716.62,Debit,Atlanta,ATM,44,Doctor,241,6987.4,0
222.96,Credit,Fresno,ATM,65,Doctor,150,7370.41,0
79.77,Debit,San Francisco,ATM,68,Retired,167,5010.31,0
431.08,Debit,Albuquerque,Branch,59,Retired,25,6760.22,0
592.24,Debit,Tucson,ATM,52,Doctor,140,9817.05,2
200.19,Credit,San Antonio,Branch,52,Retired,108,4389.96,0
297.5,Credit,Kansas City,Branch,73,Retired,80,6768.14,0
345.86,Debit,Omaha,ATM,51,Retired,145,1504.64,1
343.88,Debit,Nashville,Online,63,Retired,97,6486.18,0
16.52,Credit,Boston,Online,25,Student,135,835.53,1
162.1,Debit,Milwaukee,Branch,41,Engineer,151,8576.65,0
36.12,Debit,Houston,Online,22,Student,234,1593.03,1
354.91,Debit,Boston,ATM,74,Retired,191,3872.55,1
38.41,Debit,Denver,ATM,40,Doctor,117,9129.68,2
53.52,Debit,San Diego,Branch,49,Engineer,55,2227.49,1
498.59,Debit,Philadelphia,Online,57,Retired,138,2619.46,1
13.3,Debit,San Antonio,ATM,23,Student,63,213.0,1
189.65,Debit,Charlotte,ATM,21,Student,60,8457.09,0
255.32,Debit,Baltimore,ATM,80,Retired,27,6290.62,0
230.51,Credit,Memphis,Branch,51,Engineer,56,9522.37,2
237.74,Debit,Tucson,ATM,61,Doctor,152,11795.12,2
512.76,Debit,Fresno,ATM,52,Doctor,26,5121.36,0
151.37,Debit,Baltimore,ATM,54,Engineer,53,8356.08,0
85.01,Credit,Portland,ATM,25,Student,157,1299.4,1
444.47,Debit,San Jose,Online,57,Retired,61,6062.94,0
184.19,Debit,Indianapolis,ATM,67,Retired,58,7588.67,0
879.25,Credit,Memphis,Online,24,Student,137,125.85,1
55.98,Credit,Kansas City,Branch,24,Student,87,7047.04,0
54.91,Credit,Columbus,ATM,41,Engineer,275,7927.27,0
393.74,Debit,Charlotte,Online,26,Student,90,1769.06,1
58.94,Debit,Miami,Online,30,Engineer,26,4575.98,0
515.57,Debit,Columbus,ATM,27,Engineer,56,9269.67,2
332.15,Debit,Dallas,ATM,59,Doctor,105,9749.46,2
177.94,Debit,Milwaukee,Online,19,Student,173,123.24,1
68.68,Debit,Sacramento,Online,49,Engineer,141,4718.51,0
240.03,Debit,Atlanta,Online,33,Engineer,31,7807.73,0
168.34,Debit,Phoenix,ATM,64,Retired,240,7483.01,0
474.77,Debit,Boston,Online,46,Engineer,284,8494.53,0
451.7,Debit,Chicago,Online,29,Engineer,103,8994.67,0
243.85,Debit,Omaha,Branch,39,Engineer,43,4576.78,0
5.76,Debit,Houston,Branch,38,Engineer,164,5859.79,0
435.08,Debit,San Francisco,Online,55,Engineer,78,2103.41,1
127.78,Debit,Miami,ATM,20,Student,170,1046.66,1
23.14,Credit,Mesa,Online,47,Doctor,93,10536.54,2
545.87,Debit,Miami,Branch,27,Engineer,41,4860.01,0
21.21,Debit,Nashville,Online,55,Engineer,37,9575.42,2
423.53,Credit,Kansas City,Branch,50,Doctor,81,5453.4,0
142.1,Credit,San Francisco,Online,18,Student,109,1545.64,1
114.15,Debit,Atlanta,ATM,19,Student,52,1612.4,1
275.98,Credit,Washington,Online,72,Retired,67,6151.05,0
590.68,Debit,Washington,Branch,27,Student,23,852.2,1
152.42,Debit,San Jose,ATM,42,Doctor,176,9141.79,2
395.77,Credit,El Paso,Branch,43,Doctor,118,6425.99,0
615.16,Debit,Boston,Online,26,Student,140,214.61,1
207.82,Credit,Las Vegas,Online,19,Student,30,229.02,1
220.52,Debit,Seattle,ATM,57,Retired,152,1793.09,1
281.47,Debit,Philadelphia,ATM,34,Engineer,142,4437.48,0
57.91,Credit,Sacramento,Branch,58,Engineer,97,3641.06,1
30.48,Credit,Seattle,Branch,32,Doctor,78,11481.85,2
453.09,Debit,San Jose,Branch,48,Doctor,97,6708.65,0
424.47,Debit,Oklahoma City,Online,22,Student,116,5491.55,0
228.4,Debit,Omaha,ATM,67,Doctor,116,9598.43,2
67.17,Debit,Seattle,Online,63,Doctor,48,14410.44,2
284.89,Debit,Atlanta,Online,53,Doctor,115,9738.6,2
118.69,Debit,Omaha,Online,33,Doctor,296,749.34,1
221.33,Debit,Louisville,ATM,27,Student,276,1185.43,1
252.31,Credit,Seattle,ATM,26,Student,172,1584.6,1
58.85,Credit,Milwaukee,Online,71,Retired,115,1789.8,1
194.68,Debit,Memphis,Online,32,Doctor,165,14494.18,2
433.53,Debit,Philadelphia,Branch,38,Doctor,231,6368.32,0
178.26,Debit,Oklahoma City,ATM,59,Retired,59,1137.13,1
207.65,Debit,San Francisco,Online,34,Engineer,98,5143.8,0
237.0,Debit,Tucson,Online,49,Doctor,115,14021.4,2
347.63,Credit,Chicago,Online,25,Student,272,1400.04,1
517.68,Debit,Omaha,ATM,31,Doctor,24,11305.81,2
36.25,Debit,Tucson,Branch,52,Doctor,76,193.06,1
46.53,Debit,San Francisco,ATM,42,Engineer,34,4468.12,0
207.47,Debit,Miami,ATM,53,Doctor,12,1688.9,1
199.7,Debit,Indianapolis,ATM,43,Engineer,285,7574.45,0
307.89,Credit,Nashville,Online,62,Retired,90,2637.55,1
20.06,Debit,Memphis,ATM,27,Student,144,445.21,1
236.57,Debit,Sacramento,ATM,79,Retired,112,3488.77,1
0.32,Debit,Boston,ATM,39,Engineer,136,7158.58,0
14.28,Debit,Phoenix,ATM,23,Student,81,1597.51,1
232.35,Credit,Atlanta,Branch,33,Engineer,153,4186.25,0
317.53,Debit,Miami,Online,44,Engineer,104,6237.68,0
74.67,Debit,Indianapolis,ATM,43,Engineer,283,3449.35,1
65.01,Credit,Austin,Online,29,Doctor,67,10235.19,2
0.45,Debit,Kansas City,Branch,34,Engineer,172,8670.23,0
364.13,Debit,Fort Worth,ATM,63,Doctor,61,8198.0,0
222.66,Debit,Detroit,Online,39,Doctor,88,14466.38,2
638.24,Debit,Phoenix,Branch,48,Engineer,64,5695.78,0
241.21,Debit,Omaha,ATM,31,Engineer,108,1220.86,1
171.16,Debit,New York,Online,51,Retired,42,6126.5,0
37.65,Credit,San Jose,Online,27,Student,109,411.78,1
25.77,Debit,Memphis,Online,68,Retired,18,4331.54,0
789.8,Debit,Jacksonville,ATM,40,Doctor,94,13948.09,2
806.97,Debit,Seattle,Online,25,Student,11,102.2,1
364.81,Debit,Charlotte,Online,25,Student,53,1145.23,1
490.82,Debit,Kansas City,ATM,26,Engineer,114,8704.27,0
311.28,Debit,Atlanta,Branch,49,Doctor,198,135.96,1
85.03,Debit,San Diego,ATM,51,Retired,48,4597.57,0
307.75,Debit,Detroit,Branch,64,Doctor,63,1061.58,1
333.67,Debit,Fort Worth,Online,36,Engineer,68,9238.08,2
372.08,Debit,Houston,Branch,66,Doctor,63,13330.74,2
502.9,Credit,Fresno,Online,26,Student,141,341.24,1
103.81,Debit,Oklahoma City,ATM,36,Doctor,34,7044.63,0
69.43,Debit,Las Vegas,ATM,30,Engineer,162,9281.85,2
110.4,Credit,San Diego,ATM,56,Doctor,62,8639.36,0
275.65,Credit,Atlanta,Branch,28,Engineer,14,4957.57,0
251.8,Debit,Mesa,ATM,62,Doctor,102,11796.66,2
334.07,Debit,New York,Branch,59,Engineer,200,7306.79,0
52.44,Debit,Raleigh,Online,27,Student,87,3157.75,1
141.37,Debit,Denver,Online,46,Engineer,77,1019.77,1
211.7,Credit,Chicago,Online,50,Doctor,205,12272.78,2
308.23,Debit,Las Vegas,ATM,60,Retired,23,4150.63,0
111.41,Debit,Chicago,Branch,21,Student,181,1204.11,1
675.49,Debit,Charlotte,ATM,61,Retired,159,1893.0,1
29.72,Debit,San Antonio,ATM,26,Student,38,1059.62,1
301.73,Debit,Tucson,Online,67,Doctor,163,990.74,1
294.61,Debit,Omaha,Branch,60,Retired,74,7375.59,0
106.43,Credit,Phoenix,ATM,52,Engineer,164,9403.12,2
381.52,Debit,Seattle,Online,36,Doctor,79,5798.92,0
5.66,Debit,Fresno,Branch,40,Engineer,33,5434.64,0
209.09,Debit,Virginia Beach,ATM,48,Doctor,203,9100.81,0
521.81,Debit,Virginia Beach,ATM,47,Engineer,34,4750.96,0
588.36,Debit,Charlotte,Online,33,Engineer,134,8434.99,0
146.67,Debit,Albuquerque,Online,20,Student,273,1569.75,1
57.34,Debit,Atlanta,Online,27,Student,81,1100.64,1
294.77,Debit,Philadelphia,Online,77,Retired,101,2272.17,1
881.32,Debit,El Paso,Online,31,Engineer,59,2287.93,1
162.59,Debit,Indianapolis,Branch,64,Retired,19,7104.83,0
56.15,Debit,Nashville,Branch,31,Doctor,77,13265.92,2
524.55,Debit,El Paso,ATM,39,Doctor,175,8292.75,0
535.4,Debit,San Diego,Branch,23,Student,110,651.84,1
56.84,Debit,Raleigh,ATM,45,Engineer,185,7977.78,0
135.94,Debit,Houston,Branch,71,Retired,258,4710.21,0
47.1,Credit,Washington,Branch,42,Doctor,178,6308.07,0
124.05,Credit,Albuquerque,Branch,61,Doctor,220,7009.54,0
802.89,Debit,Chicago,ATM,19,Student,175,1973.63,1
193.16,Debit,Charlotte,ATM,64,Retired,109,2304.56,1
541.52,Credit,Indianapolis,Branch,48,Engineer,161,6087.24,0
20.17,Debit,San Antonio,ATM,77,Retired,86,3869.37,1
35.98,Credit,Nashville,Branch,40,Doctor,133,11147.34,2
273.24,Debit,Fresno,Branch,51,Retired,173,2202.21,1
663.45,Debit,Albuquerque,ATM,67,Retired,147,5897.29,0
343.86,Debit,Charlotte,Branch,57,Engineer,70,3278.65,1
75.43,Debit,Fresno,ATM,77,Retired,266,1441.86,1
414.64,Debit,Mesa,Branch,32,Doctor,74,7253.22,0
86.79,Debit,Fort Worth,Branch,33,Doctor,166,8795.37,0
14.1,Debit,Louisville,Branch,45,Engineer,73,6949.21,0
63.33,Credit,Louisville,Branch,23,Student,124,792.33,1
606.27,Debit,Louisville,Branch,29,Doctor,42,9668.78,2
4.47,Debit,Baltimore,Branch,27,Student,132,1381.75,1
289.01,Debit,Miami,Online,66,Retired,96,4226.26,0
338.69,Debit,Virginia Beach,Branch,18,Student,169,1137.89,1
97.73,Debit,Sacramento,Branch,69,Doctor,156,7885.21,0
27.61,Credit,Fort Worth,ATM,54,Retired,26,3679.64,1
284.17,Debit,Memphis,ATM,51,Retired,189,3479.56,1
76.21,Debit,Los Angeles,Branch,22,Student,69,664.93,1
334.79,Credit,Denver,Branch,69,Doctor,292,624.09,1
584.51,Debit,Denver,ATM,74,Retired,76,3254.56,1
432.18,Debit,Las Vegas,Branch,18,Student,162,678.83,1
134.55,Debit,San Jose,Online,59,Doctor,165,14852.42,2
61.66,Debit,Sacramento,ATM,26,Student,86,5705.4,0
12.35,Debit,Fresno,Branch,25,Student,22,1846.85,1
213.25,Debit,San Francisco,Branch,25,Student,63,677.79,1
34.93,Debit,Columbus,Branch,31,Engineer,72,2810.37,1
335.68,Debit,Tucson,Online,24,Student,142,1188.95,1
423.96,Debit,San Diego,ATM,43,Doctor,75,8374.38,0
220.82,Debit,Louisville,Branch,42,Engineer,31,4298.13,0
717.36,Credit,San Diego,Online,22,Student,138,514.88,1
406.12,Debit,Houston,ATM,42,Doctor,106,10501.53,2
427.83,Debit,Phoenix,ATM,47,Engineer,29,3293.06,1
416.62,Credit,Baltimore,Online,26,Student,67,9700.9,2
21.9,Debit,Phoenix,ATM,28,Student,30,1052.27,1
717.74,Credit,Sacramento,Online,42,Engineer,168,8375.16,0
393.68,Debit,San Diego,ATM,55,Doctor,141,10135.88,2
